algorithm,input_type,n,trial,time_ns,time_ms,max_depth,comparisons,swaps,moves,allocations,recursive_calls
Sort+Index,DUPLICATE_HEAVY,100000,3,950200,0.950200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100000,4,921300,0.921300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100000,5,1013300,1.013300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100000,6,974200,0.974200,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,200000,0,4687000,4.687000,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,1,6016800,6.016800,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,2,4543300,4.543300,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,3,4488300,4.488300,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,4,4427500,4.427500,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,5,4811500,4.811500,9,1042790,403439,1500411,0,29
DeterministicSelect,DUPLICATE_HEAVY,200000,6,4551000,4.551000,9,1042790,403439,1500411,0,29
Sort+Index,DUPLICATE_HEAVY,200000,0,2056500,2.056500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,1,3258600,3.258600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,2,2120300,2.120300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,3,2124500,2.124500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,4,2097100,2.097100,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,5,2112500,2.112500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,200000,6,2106900,2.106900,0,0,0,0,0,0
ClosestPair,UNIFORM,100,0,18600,0.018600,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,1,13300,0.013300,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,2,12800,0.012800,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,3,12700,0.012700,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,4,12800,0.012800,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,5,13000,0.013000,7,677,0,1147,300,71
ClosestPair,UNIFORM,100,6,13000,0.013000,7,677,0,1147,300,71
ClosestPairBruteForce,UNIFORM,100,0,19400,0.019400,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,1,19600,0.019600,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,2,19200,0.019200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,3,18900,0.018900,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,4,19700,0.019700,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,5,19000,0.019000,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,100,6,19200,0.019200,0,0,0,0,0,0
ClosestPair,UNIFORM,500,0,90700,0.090700,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,1,90200,0.090200,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,2,89800,0.089800,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,3,89400,0.089400,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,4,89500,0.089500,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,5,97200,0.097200,9,4416,0,8321,1500,487
ClosestPair,UNIFORM,500,6,89900,0.089900,9,4416,0,8321,1500,487
ClosestPairBruteForce,UNIFORM,500,0,168700,0.168700,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,1,168200,0.168200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,2,167200,0.167200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,3,167300,0.167300,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,4,167000,0.167000,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,5,167100,0.167100,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,500,6,170400,0.170400,0,0,0,0,0,0
ClosestPair,UNIFORM,1000,0,312000,0.312000,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,1,269600,0.269600,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,2,258900,0.258900,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,3,262100,0.262100,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,4,265900,0.265900,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,5,258000,0.258000,10,9871,0,18631,3000,975
ClosestPair,UNIFORM,1000,6,1522500,1.522500,10,9871,0,18631,3000,975
ClosestPairBruteForce,UNIFORM,1000,0,677300,0.677300,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,1,653300,0.653300,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,2,653200,0.653200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,3,809000,0.809000,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,4,712700,0.712700,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,5,653200,0.653200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,1000,6,657400,0.657400,0,0,0,0,0,0
ClosestPair,UNIFORM,2000,0,546200,0.546200,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,1,582100,0.582100,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,2,550400,0.550400,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,3,538300,0.538300,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,4,541700,0.541700,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,5,536300,0.536300,11,21705,0,41285,6000,1951
ClosestPair,UNIFORM,2000,6,537500,0.537500,11,21705,0,41285,6000,1951
ClosestPairBruteForce,UNIFORM,2000,0,2618400,2.618400,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,1,2613500,2.613500,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,2,2613700,2.613700,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,3,2613200,2.613200,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,4,2712800,2.712800,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,5,2658600,2.658600,0,0,0,0,0,0
ClosestPairBruteForce,UNIFORM,2000,6,2693700,2.693700,0,0,0,0,0,0
ClosestPair,UNIFORM,5000,0,1383100,1.383100,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,1,1382100,1.382100,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,2,1387100,1.387100,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,3,1371200,1.371200,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,4,1389400,1.389400,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,5,1689500,1.689500,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,5000,6,1481400,1.481400,12,61620,0,114864,15000,4095
ClosestPair,UNIFORM,10000,0,3496300,3.496300,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,1,3012200,3.012200,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,2,2999000,2.999000,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,3,4131700,4.131700,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,4,3070600,3.070600,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,5,5087900,5.087900,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,10000,6,3261100,3.261100,13,133524,0,249737,30000,8191
ClosestPair,UNIFORM,50000,0,18676100,18.676100,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,1,18184400,18.184400,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,2,18080600,18.080600,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,3,18380400,18.380400,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,4,18487300,18.487300,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,5,18225100,18.225100,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,50000,6,19255800,19.255800,16,789299,0,1463645,150000,34463
ClosestPair,UNIFORM,100000,0,40588400,40.588400,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,1,39021300,39.021300,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,2,39952100,39.952100,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,3,41981900,41.981900,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,4,40338500,40.338500,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,5,39671400,39.671400,17,1679350,0,3127579,300000,68927
ClosestPair,UNIFORM,100000,6,38915600,38.915600,17,1679350,0,3127579,300000,68927
ClosestPair,CLUSTERED,100,0,11700,0.011700,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,1,11700,0.011700,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,2,11400,0.011400,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,3,11600,0.011600,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,4,11600,0.011600,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,5,11400,0.011400,7,685,0,1147,300,71
ClosestPair,CLUSTERED,100,6,11600,0.011600,7,685,0,1147,300,71
ClosestPairBruteForce,CLUSTERED,100,0,6900,0.006900,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,1,6800,0.006800,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,2,7100,0.007100,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,3,7100,0.007100,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,4,7000,0.007000,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,5,6700,0.006700,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,100,6,7000,0.007000,0,0,0,0,0,0
ClosestPair,CLUSTERED,500,0,85500,0.085500,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,1,85800,0.085800,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,2,90100,0.090100,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,3,89100,0.089100,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,4,87900,0.087900,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,5,86000,0.086000,9,3932,0,8320,1500,487
ClosestPair,CLUSTERED,500,6,86100,0.086100,9,3932,0,8320,1500,487
ClosestPairBruteForce,CLUSTERED,500,0,167600,0.167600,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,1,167600,0.167600,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,2,167400,0.167400,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,3,167800,0.167800,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,4,181400,0.181400,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,5,168400,0.168400,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,500,6,168400,0.168400,0,0,0,0,0,0
ClosestPair,CLUSTERED,1000,0,212500,0.212500,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,1,228300,0.228300,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,2,2373400,2.373400,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,3,263700,0.263700,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,4,265000,0.265000,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,5,247100,0.247100,10,8788,0,18629,3000,975
ClosestPair,CLUSTERED,1000,6,228700,0.228700,10,8788,0,18629,3000,975
ClosestPairBruteForce,CLUSTERED,1000,0,660200,0.660200,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,1,3077800,3.077800,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,2,960200,0.960200,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,3,669500,0.669500,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,4,669100,0.669100,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,5,669200,0.669200,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,1000,6,2282100,2.282100,0,0,0,0,0,0
ClosestPair,CLUSTERED,2000,0,506200,0.506200,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,1,535500,0.535500,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,2,497400,0.497400,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,3,498400,0.498400,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,4,492600,0.492600,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,5,508900,0.508900,11,19353,0,41294,6000,1951
ClosestPair,CLUSTERED,2000,6,495900,0.495900,11,19353,0,41294,6000,1951
ClosestPairBruteForce,CLUSTERED,2000,0,2616100,2.616100,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,1,2944600,2.944600,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,2,2622600,2.622600,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,3,2618700,2.618700,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,4,2617100,2.617100,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,5,2619000,2.619000,0,0,0,0,0,0
ClosestPairBruteForce,CLUSTERED,2000,6,2768100,2.768100,0,0,0,0,0,0
ClosestPair,CLUSTERED,5000,0,1825300,1.825300,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,1,2499300,2.499300,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,2,1453900,1.453900,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,3,1612700,1.612700,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,4,2804200,2.804200,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,5,1302800,1.302800,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,5000,6,1261900,1.261900,12,56734,0,114899,15000,4095
ClosestPair,CLUSTERED,10000,0,2664800,2.664800,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,1,2698000,2.698000,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,2,3316500,3.316500,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,3,2756000,2.756000,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,4,2705100,2.705100,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,5,2675500,2.675500,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,10000,6,3086800,3.086800,13,123270,0,249755,30000,8191
ClosestPair,CLUSTERED,50000,0,17973500,17.973500,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,1,16382000,16.382000,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,2,16350000,16.350000,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,3,20367700,20.367700,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,4,16086800,16.086800,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,5,16719600,16.719600,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,50000,6,15754400,15.754400,16,738230,0,1463317,150000,34463
ClosestPair,CLUSTERED,100000,0,37940000,37.940000,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,1,36563400,36.563400,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,2,34956300,34.956300,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,3,35317200,35.317200,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,4,35930500,35.930500,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,5,38896800,38.896800,17,1592278,0,3126869,300000,68927
ClosestPair,CLUSTERED,100000,6,37732300,37.732300,17,1592278,0,3126869,300000,68927
ClosestPair,ON_LINE,100,0,11500,0.011500,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,1,11300,0.011300,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,2,11100,0.011100,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,3,11100,0.011100,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,4,11100,0.011100,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,5,11200,0.011200,7,427,0,1096,300,71
ClosestPair,ON_LINE,100,6,11100,0.011100,7,427,0,1096,300,71
ClosestPairBruteForce,ON_LINE,100,0,7000,0.007000,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,1,6800,0.006800,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,2,6700,0.006700,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,3,6700,0.006700,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,4,6700,0.006700,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,5,6700,0.006700,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,100,6,6700,0.006700,0,0,0,0,0,0
ClosestPair,ON_LINE,500,0,85600,0.085600,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,1,103300,0.103300,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,2,87300,0.087300,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,3,86000,0.086000,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,4,85600,0.085600,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,5,85800,0.085800,9,2690,0,8184,1500,487
ClosestPair,ON_LINE,500,6,85500,0.085500,9,2690,0,8184,1500,487
ClosestPairBruteForce,ON_LINE,500,0,168300,0.168300,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,1,168000,0.168000,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,2,167500,0.167500,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,3,167500,0.167500,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,4,1392600,1.392600,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,5,163800,0.163800,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,500,6,163700,0.163700,0,0,0,0,0,0
ClosestPair,ON_LINE,1000,0,194100,0.194100,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,1,194200,0.194200,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,2,197600,0.197600,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,3,193200,0.193200,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,4,191000,0.191000,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,5,192200,0.192200,10,5887,0,18368,3000,975
ClosestPair,ON_LINE,1000,6,192700,0.192700,10,5887,0,18368,3000,975
ClosestPairBruteForce,ON_LINE,1000,0,661800,0.661800,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,1,660500,0.660500,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,2,653200,0.653200,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,3,653500,0.653500,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,4,653100,0.653100,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,5,653300,0.653300,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,1000,6,666600,0.666600,0,0,0,0,0,0
ClosestPair,ON_LINE,2000,0,424100,0.424100,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,1,422600,0.422600,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,2,421500,0.421500,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,3,422800,0.422800,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,4,432100,0.432100,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,5,425800,0.425800,11,12735,0,40736,6000,1951
ClosestPair,ON_LINE,2000,6,415300,0.415300,11,12735,0,40736,6000,1951
ClosestPairBruteForce,ON_LINE,2000,0,2679000,2.679000,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,1,4045700,4.045700,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,2,2615200,2.615200,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,3,2613400,2.613400,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,4,2724800,2.724800,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,5,2643800,2.643800,0,0,0,0,0,0
ClosestPairBruteForce,ON_LINE,2000,6,2632300,2.632300,0,0,0,0,0,0
ClosestPair,ON_LINE,5000,0,1170400,1.170400,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,1,1115500,1.115500,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,2,1053100,1.053100,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,3,1115100,1.115100,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,4,1048300,1.048300,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,5,1056900,1.056900,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,5000,6,1051700,1.051700,12,36009,0,112952,15000,4095
ClosestPair,ON_LINE,10000,0,2351500,2.351500,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,1,2222500,2.222500,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,2,2211300,2.211300,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,3,2305200,2.305200,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,4,2232900,2.232900,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,5,2259900,2.259900,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,10000,6,2224700,2.224700,13,76923,0,245904,30000,8191
ClosestPair,ON_LINE,50000,0,13771400,13.771400,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,1,13207700,13.207700,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,2,13288600,13.288600,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,3,16968000,16.968000,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,4,13301700,13.301700,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,5,13801600,13.801600,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,50000,6,13614300,13.614300,16,441151,0,1439552,150000,34463
ClosestPair,ON_LINE,100000,0,32954600,32.954600,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,1,28799200,28.799200,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,2,28782300,28.782300,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,3,28752800,28.752800,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,4,28443300,28.443300,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,5,28866800,28.866800,17,932522,0,3079104,300000,68927
ClosestPair,ON_LINE,100000,6,28675800,28.675800,17,932522,0,3079104,300000,68927
