algorithm,input_type,n,trial,time_ns,time_ms,max_depth,comparisons,swaps,moves,allocations,recursive_calls
Arrays.sort,REVERSE_SORTED,100000,1,49600,0.049600,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,100000,2,42200,0.042200,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,100000,3,42300,0.042300,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,100000,4,42200,0.042200,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,100000,5,42100,0.042100,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,100000,6,42300,0.042300,0,0,0,0,0,0
MergeSort,REVERSE_SORTED,200000,0,5574500,5.574500,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,1,5700000,5.700000,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,2,5548400,5.548400,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,3,5551100,5.551100,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,4,5631600,5.631600,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,5,5599000,5.599000,15,2534016,0,6905661,200000,32767
MergeSort,REVERSE_SORTED,200000,6,5917600,5.917600,15,2534016,0,6905661,200000,32767
QuickSort,REVERSE_SORTED,200000,0,4287800,4.287800,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,1,3625800,3.625800,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,2,3372800,3.372800,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,3,3503800,3.503800,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,4,3439400,3.439400,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,5,3334900,3.334900,12,4209275,146803,507026,0,24145
QuickSort,REVERSE_SORTED,200000,6,3326800,3.326800,12,4209275,146803,507026,0,24145
Arrays.sort,REVERSE_SORTED,200000,0,97000,0.097000,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,1,102100,0.102100,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,2,87500,0.087500,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,3,96300,0.096300,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,4,93400,0.093400,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,5,96600,0.096600,0,0,0,0,0,0
Arrays.sort,REVERSE_SORTED,200000,6,95600,0.095600,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,100,0,1400,0.001400,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,1,1200,0.001200,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,2,1100,0.001100,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,3,1000,0.001000,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,4,1100,0.001100,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,5,2500,0.002500,4,653,0,983,100,15
MergeSort,DUPLICATE_HEAVY,100,6,1300,0.001300,4,653,0,983,100,15
QuickSort,DUPLICATE_HEAVY,100,0,1300,0.001300,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,1,1000,0.001000,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,2,900,0.000900,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,3,800,0.000800,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,4,900,0.000900,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,5,800,0.000800,4,647,99,417,0,11
QuickSort,DUPLICATE_HEAVY,100,6,800,0.000800,4,647,99,417,0,11
Arrays.sort,DUPLICATE_HEAVY,100,0,1100,0.001100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,1,1000,0.001000,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,2,900,0.000900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,3,900,0.000900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,4,800,0.000800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,5,1300,0.001300,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100,6,900,0.000900,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,500,0,7200,0.007200,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,1,7000,0.007000,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,2,7000,0.007000,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,3,7300,0.007300,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,4,7100,0.007100,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,5,6900,0.006900,6,4398,0,7032,500,63
MergeSort,DUPLICATE_HEAVY,500,6,7100,0.007100,6,4398,0,7032,500,63
QuickSort,DUPLICATE_HEAVY,500,0,4600,0.004600,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,1,4700,0.004700,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,2,4500,0.004500,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,3,4400,0.004400,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,4,4300,0.004300,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,5,4500,0.004500,5,3749,986,2537,0,46
QuickSort,DUPLICATE_HEAVY,500,6,4500,0.004500,5,3749,986,2537,0,46
Arrays.sort,DUPLICATE_HEAVY,500,0,3100,0.003100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,1,2800,0.002800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,2,2900,0.002900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,3,3500,0.003500,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,4,2800,0.002800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,5,2900,0.002900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,500,6,2900,0.002900,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,1000,0,16300,0.016300,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,1,17300,0.017300,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,2,16300,0.016300,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,3,16400,0.016400,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,4,16300,0.016300,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,5,16400,0.016400,7,9927,0,16330,1000,127
MergeSort,DUPLICATE_HEAVY,1000,6,16400,0.016400,7,9927,0,16330,1000,127
QuickSort,DUPLICATE_HEAVY,1000,0,10200,0.010200,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,1,9900,0.009900,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,2,9700,0.009700,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,3,9600,0.009600,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,4,9700,0.009700,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,5,9500,0.009500,6,8765,2360,5824,0,85
QuickSort,DUPLICATE_HEAVY,1000,6,9500,0.009500,6,8765,2360,5824,0,85
Arrays.sort,DUPLICATE_HEAVY,1000,0,3100,0.003100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,1,3000,0.003000,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,2,2900,0.002900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,3,2800,0.002800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,4,2900,0.002900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,5,2900,0.002900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,1000,6,2800,0.002800,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,5000,0,131000,0.131000,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,1,131600,0.131600,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,2,193600,0.193600,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,3,175600,0.175600,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,4,163100,0.163100,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,5,162200,0.162200,10,56497,0,104330,5000,1023
MergeSort,DUPLICATE_HEAVY,5000,6,147400,0.147400,10,56497,0,104330,5000,1023
QuickSort,DUPLICATE_HEAVY,5000,0,109800,0.109800,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,1,109000,0.109000,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,2,108600,0.108600,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,3,115400,0.115400,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,4,114400,0.114400,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,5,118600,0.118600,8,53390,17764,40166,0,446
QuickSort,DUPLICATE_HEAVY,5000,6,116100,0.116100,8,53390,17764,40166,0,446
Arrays.sort,DUPLICATE_HEAVY,5000,0,23700,0.023700,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,1,26300,0.026300,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,2,24500,0.024500,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,3,24200,0.024200,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,4,25500,0.025500,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,5,25100,0.025100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,5000,6,25300,0.025300,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,10000,0,307600,0.307600,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,1,315600,0.315600,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,2,328400,0.328400,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,3,312200,0.312200,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,4,313100,0.313100,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,5,318500,0.318500,11,122703,0,229020,10000,2047
MergeSort,DUPLICATE_HEAVY,10000,6,313400,0.313400,11,122703,0,229020,10000,2047
QuickSort,DUPLICATE_HEAVY,10000,0,243500,0.243500,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,1,243600,0.243600,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,2,278700,0.278700,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,3,244200,0.244200,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,4,245300,0.245300,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,5,254400,0.254400,9,123532,39287,87899,0,815
QuickSort,DUPLICATE_HEAVY,10000,6,249900,0.249900,9,123532,39287,87899,0,815
Arrays.sort,DUPLICATE_HEAVY,10000,0,67900,0.067900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,1,150400,0.150400,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,2,105500,0.105500,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,3,103900,0.103900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,4,88300,0.088300,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,5,84400,0.084400,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,10000,6,82400,0.082400,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,50000,0,1825300,1.825300,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,1,1794000,1.794000,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,2,1740100,1.740100,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,3,1767700,1.767700,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,4,1780100,1.780100,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,5,1760500,1.760500,13,738467,0,1373128,50000,8191
MergeSort,DUPLICATE_HEAVY,50000,6,1756200,1.756200,13,738467,0,1373128,50000,8191
QuickSort,DUPLICATE_HEAVY,50000,0,1455900,1.455900,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,1,1543100,1.543100,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,2,1478700,1.478700,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,3,1501300,1.501300,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,4,1488100,1.488100,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,5,1483000,1.483000,11,702514,256928,559900,0,4113
QuickSort,DUPLICATE_HEAVY,50000,6,1470600,1.470600,11,702514,256928,559900,0,4113
Arrays.sort,DUPLICATE_HEAVY,50000,0,531900,0.531900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,1,589900,0.589900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,2,542100,0.542100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,3,671500,0.671500,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,4,553800,0.553800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,5,592900,0.592900,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,50000,6,615800,0.615800,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,100000,0,3752200,3.752200,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,1,3712700,3.712700,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,2,4283300,4.283300,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,3,3724900,3.724900,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,4,3641300,3.641300,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,5,3656300,3.656300,14,1570181,0,2944683,100000,16383
MergeSort,DUPLICATE_HEAVY,100000,6,3984200,3.984200,14,1570181,0,2944683,100000,16383
QuickSort,DUPLICATE_HEAVY,100000,0,3006900,3.006900,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,1,2922700,2.922700,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,2,2985800,2.985800,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,3,2972400,2.972400,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,4,3189500,3.189500,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,5,2943000,2.943000,13,1572546,572780,1236471,0,9221
QuickSort,DUPLICATE_HEAVY,100000,6,2890800,2.890800,13,1572546,572780,1236471,0,9221
Arrays.sort,DUPLICATE_HEAVY,100000,0,961800,0.961800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,1,973600,0.973600,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,2,1085300,1.085300,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,3,1018100,1.018100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,4,950700,0.950700,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,5,935300,0.935300,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,100000,6,945900,0.945900,0,0,0,0,0,0
MergeSort,DUPLICATE_HEAVY,200000,0,7965500,7.965500,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,1,8144800,8.144800,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,2,7628700,7.628700,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,3,7659500,7.659500,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,4,7530500,7.530500,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,5,7514300,7.514300,15,3329303,0,6287562,200000,32767
MergeSort,DUPLICATE_HEAVY,200000,6,7611000,7.611000,15,3329303,0,6287562,200000,32767
QuickSort,DUPLICATE_HEAVY,200000,0,6090400,6.090400,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,1,6158600,6.158600,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,2,6032500,6.032500,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,3,6462300,6.462300,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,4,6088300,6.088300,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,5,6084500,6.084500,14,3116721,1240582,2664154,0,17174
QuickSort,DUPLICATE_HEAVY,200000,6,6079400,6.079400,14,3116721,1240582,2664154,0,17174
Arrays.sort,DUPLICATE_HEAVY,200000,0,2167200,2.167200,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,1,2121800,2.121800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,2,2129800,2.129800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,3,2160400,2.160400,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,4,2129100,2.129100,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,5,2123800,2.123800,0,0,0,0,0,0
Arrays.sort,DUPLICATE_HEAVY,200000,6,2410000,2.410000,0,0,0,0,0,0
DeterministicSelect,RANDOM,100,0,1400,0.001400,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,1,1300,0.001300,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,2,1300,0.001300,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,3,1200,0.001200,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,4,1200,0.001200,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,5,1200,0.001200,6,600,240,937,0,13
DeterministicSelect,RANDOM,100,6,1100,0.001100,6,600,240,937,0,13
Sort+Index,RANDOM,100,0,2400,0.002400,0,0,0,0,0,0
Sort+Index,RANDOM,100,1,1200,0.001200,0,0,0,0,0,0
Sort+Index,RANDOM,100,2,900,0.000900,0,0,0,0,0,0
Sort+Index,RANDOM,100,3,900,0.000900,0,0,0,0,0,0
Sort+Index,RANDOM,100,4,800,0.000800,0,0,0,0,0,0
Sort+Index,RANDOM,100,5,900,0.000900,0,0,0,0,0,0
Sort+Index,RANDOM,100,6,800,0.000800,0,0,0,0,0,0
DeterministicSelect,RANDOM,500,0,7400,0.007400,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,1,7100,0.007100,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,2,7100,0.007100,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,3,7300,0.007300,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,4,7000,0.007000,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,5,7100,0.007100,8,3733,1577,5858,0,53
DeterministicSelect,RANDOM,500,6,7200,0.007200,8,3733,1577,5858,0,53
Sort+Index,RANDOM,500,0,18100,0.018100,0,0,0,0,0,0
Sort+Index,RANDOM,500,1,10100,0.010100,0,0,0,0,0,0
Sort+Index,RANDOM,500,2,7000,0.007000,0,0,0,0,0,0
Sort+Index,RANDOM,500,3,6200,0.006200,0,0,0,0,0,0
Sort+Index,RANDOM,500,4,7300,0.007300,0,0,0,0,0,0
Sort+Index,RANDOM,500,5,5800,0.005800,0,0,0,0,0,0
Sort+Index,RANDOM,500,6,5300,0.005300,0,0,0,0,0,0
DeterministicSelect,RANDOM,1000,0,14600,0.014600,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,1,14100,0.014100,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,2,14300,0.014300,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,3,14200,0.014200,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,4,14300,0.014300,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,5,14200,0.014200,8,7497,3128,11738,0,60
DeterministicSelect,RANDOM,1000,6,14300,0.014300,8,7497,3128,11738,0,60
Sort+Index,RANDOM,1000,0,33600,0.033600,0,0,0,0,0,0
Sort+Index,RANDOM,1000,1,30200,0.030200,0,0,0,0,0,0
Sort+Index,RANDOM,1000,2,21600,0.021600,0,0,0,0,0,0
Sort+Index,RANDOM,1000,3,18400,0.018400,0,0,0,0,0,0
Sort+Index,RANDOM,1000,4,16100,0.016100,0,0,0,0,0,0
Sort+Index,RANDOM,1000,5,15000,0.015000,0,0,0,0,0,0
Sort+Index,RANDOM,1000,6,16500,0.016500,0,0,0,0,0,0
DeterministicSelect,RANDOM,5000,0,138400,0.138400,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,1,134700,0.134700,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,2,129000,0.129000,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,3,127100,0.127100,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,4,124800,0.124800,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,5,123500,0.123500,11,40447,17175,63388,0,223
DeterministicSelect,RANDOM,5000,6,122800,0.122800,11,40447,17175,63388,0,223
Sort+Index,RANDOM,5000,0,181000,0.181000,0,0,0,0,0,0
Sort+Index,RANDOM,5000,1,171300,0.171300,0,0,0,0,0,0
Sort+Index,RANDOM,5000,2,164200,0.164200,0,0,0,0,0,0
Sort+Index,RANDOM,5000,3,161100,0.161100,0,0,0,0,0,0
Sort+Index,RANDOM,5000,4,157000,0.157000,0,0,0,0,0,0
Sort+Index,RANDOM,5000,5,173100,0.173100,0,0,0,0,0,0
Sort+Index,RANDOM,5000,6,153500,0.153500,0,0,0,0,0,0
DeterministicSelect,RANDOM,10000,0,274700,0.274700,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,1,271200,0.271200,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,2,269500,0.269500,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,3,275100,0.275100,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,4,265600,0.265600,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,5,264600,0.264600,11,79232,33463,124489,0,283
DeterministicSelect,RANDOM,10000,6,264100,0.264100,11,79232,33463,124489,0,283
Sort+Index,RANDOM,10000,0,387200,0.387200,0,0,0,0,0,0
Sort+Index,RANDOM,10000,1,369100,0.369100,0,0,0,0,0,0
Sort+Index,RANDOM,10000,2,1200500,1.200500,0,0,0,0,0,0
Sort+Index,RANDOM,10000,3,370400,0.370400,0,0,0,0,0,0
Sort+Index,RANDOM,10000,4,369200,0.369200,0,0,0,0,0,0
Sort+Index,RANDOM,10000,5,365000,0.365000,0,0,0,0,0,0
Sort+Index,RANDOM,10000,6,414200,0.414200,0,0,0,0,0,0
DeterministicSelect,RANDOM,50000,0,1509500,1.509500,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,1,1523500,1.523500,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,2,2521300,2.521300,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,3,2378600,2.378600,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,4,1528200,1.528200,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,5,2453900,2.453900,15,425798,181787,669191,0,975
DeterministicSelect,RANDOM,50000,6,2505300,2.505300,15,425798,181787,669191,0,975
Sort+Index,RANDOM,50000,0,3556200,3.556200,0,0,0,0,0,0
Sort+Index,RANDOM,50000,1,2250500,2.250500,0,0,0,0,0,0
Sort+Index,RANDOM,50000,2,3332800,3.332800,0,0,0,0,0,0
Sort+Index,RANDOM,50000,3,2202400,2.202400,0,0,0,0,0,0
Sort+Index,RANDOM,50000,4,3256700,3.256700,0,0,0,0,0,0
Sort+Index,RANDOM,50000,5,3269900,3.269900,0,0,0,0,0,0
Sort+Index,RANDOM,50000,6,2230100,2.230100,0,0,0,0,0,0
DeterministicSelect,RANDOM,100000,0,3080500,3.080500,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,1,3027100,3.027100,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,2,3040000,3.040000,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,3,2986600,2.986600,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,4,3025900,3.025900,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,5,3382300,3.382300,15,839496,357699,1316544,0,1475
DeterministicSelect,RANDOM,100000,6,2998700,2.998700,15,839496,357699,1316544,0,1475
Sort+Index,RANDOM,100000,0,5825400,5.825400,0,0,0,0,0,0
Sort+Index,RANDOM,100000,1,6250700,6.250700,0,0,0,0,0,0
Sort+Index,RANDOM,100000,2,4786300,4.786300,0,0,0,0,0,0
Sort+Index,RANDOM,100000,3,5127000,5.127000,0,0,0,0,0,0
Sort+Index,RANDOM,100000,4,6921600,6.921600,0,0,0,0,0,0
Sort+Index,RANDOM,100000,5,6351900,6.351900,0,0,0,0,0,0
Sort+Index,RANDOM,100000,6,4836000,4.836000,0,0,0,0,0,0
DeterministicSelect,RANDOM,200000,0,5997300,5.997300,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,1,6051000,6.051000,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,2,5983500,5.983500,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,3,6445600,6.445600,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,4,6034700,6.034700,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,5,6072800,6.072800,15,1670970,716163,2623489,0,2255
DeterministicSelect,RANDOM,200000,6,6145300,6.145300,15,1670970,716163,2623489,0,2255
Sort+Index,RANDOM,200000,0,10427100,10.427100,0,0,0,0,0,0
Sort+Index,RANDOM,200000,1,10641800,10.641800,0,0,0,0,0,0
Sort+Index,RANDOM,200000,2,10362500,10.362500,0,0,0,0,0,0
Sort+Index,RANDOM,200000,3,10237100,10.237100,0,0,0,0,0,0
Sort+Index,RANDOM,200000,4,10158500,10.158500,0,0,0,0,0,0
Sort+Index,RANDOM,200000,5,10340300,10.340300,0,0,0,0,0,0
Sort+Index,RANDOM,200000,6,10698700,10.698700,0,0,0,0,0,0
DeterministicSelect,SORTED,100,0,1200,0.001200,6,505,262,807,0,21
